Run	SRA_Sample	SRA_Study	LibraryLayout	Platform	DataSourceType	DataSourceLinks	AvgSpotLen	BioSample	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Library_Name	MBases	MBytes	Sample_Name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	Instrument	LibrarySelection	LibrarySource	LoadDate	Organism	ReleaseDate
SRR3996351	SRS1598715	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		149	SAMN05509015	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1997248	0		431	173	GSM2258374	RNA-Seq	PRJNA435671	GEO	public	sra	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2016-08-03	Cannabis sativa	2016-11-18
SRR3996352	SRS1598717	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		148	SAMN05509014	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1997249	0		402	193	GSM2258375	RNA-Seq	PRJNA435671	GEO	public	sra	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2016-08-03	Cannabis sativa	2016-11-18
SRR3996353	SRS1598717	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		148	SAMN05509014	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1997249	0		216	84	GSM2258375	RNA-Seq	PRJNA435671	GEO	public	sra	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2016-08-03	Cannabis sativa	2016-11-18
SRR3996354	SRS1598717	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		148	SAMN05509014	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1997249	0		231	93	GSM2258375	RNA-Seq	PRJNA435671	GEO	public	sra	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2016-08-03	Cannabis sativa	2016-11-18
SRR3996355	SRS1598717	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		148	SAMN05509014	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1997249	0		210	79	GSM2258375	RNA-Seq	PRJNA435671	GEO	public	sra	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2016-08-03	Cannabis sativa	2016-11-18
SRR3996356	SRS1598717	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		148	SAMN05509014	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1997249	0		238	97	GSM2258375	RNA-Seq	PRJNA435671	GEO	public	sra	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2016-08-03	Cannabis sativa	2016-11-18
SRR3996357	SRS1598717	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		148	SAMN05509014	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1997249	0		265	110	GSM2258375	RNA-Seq	PRJNA435671	GEO	public	sra	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2016-08-03	Cannabis sativa	2016-11-18
SRR3996358	SRS1598716	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05509013	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1997250	0		279	128	GSM2258376	RNA-Seq	PRJNA435671	GEO	public	sra	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2016-08-03	Cannabis sativa	2016-11-18
SRR3996359	SRS1598716	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05509013	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1997250	0		264	99	GSM2258376	RNA-Seq	PRJNA435671	GEO	public	sra	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2016-08-03	Cannabis sativa	2016-11-18
SRR3996360	SRS1598716	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05509013	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1997250	0		318	123	GSM2258376	RNA-Seq	PRJNA435671	GEO	public	sra	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2016-08-03	Cannabis sativa	2016-11-18
SRR3996361	SRS1598716	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05509013	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1997250	0		276	100	GSM2258376	RNA-Seq	PRJNA435671	GEO	public	sra	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2016-08-03	Cannabis sativa	2016-11-18
SRR3996362	SRS1598716	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05509013	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1997250	0		320	125	GSM2258376	RNA-Seq	PRJNA435671	GEO	public	sra	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2016-08-03	Cannabis sativa	2016-11-18
SRR3996363	SRS1598716	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05509013	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1997250	0		364	144	GSM2258376	RNA-Seq	PRJNA435671	GEO	public	sra	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2016-08-03	Cannabis sativa	2016-11-18
SRR5209949	SRS1945086	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277081	gs ncbi s3	gs.US s3.us-east-1	SRX2523452	0		120	41	GSM2471170	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209950	SRS1945086	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277081	gs ncbi s3	gs.US s3.us-east-1	SRX2523452	0		513	198	GSM2471170	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209951	SRS1945086	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277081	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523452	0		593	235	GSM2471170	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209952	SRS1945086	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277081	gs ncbi s3	gs.US s3.us-east-1	SRX2523452	0		623	252	GSM2471170	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209953	SRS1945086	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277081	gs ncbi s3	gs.US s3.us-east-1	SRX2523452	0		658	272	GSM2471170	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209954	SRS1945087	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		145	SAMN06277080	gs ncbi s3	gs.US s3.us-east-1	SRX2523453	0		126	44	GSM2471171	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209955	SRS1945087	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		145	SAMN06277080	gs ncbi s3	gs.US s3.us-east-1	SRX2523453	0		434	170	GSM2471171	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209956	SRS1945087	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		145	SAMN06277080	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523453	0		496	198	GSM2471171	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209957	SRS1945087	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		145	SAMN06277080	gs ncbi s3	gs.US s3.us-east-1	SRX2523453	0		525	215	GSM2471171	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209958	SRS1945087	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		146	SAMN06277080	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523453	0		555	231	GSM2471171	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209959	SRS1945088	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277079	gs ncbi s3	gs.US s3.us-east-1	SRX2523454	0		143	49	GSM2471172	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209960	SRS1945088	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277079	gs ncbi s3	gs.US s3.us-east-1	SRX2523454	0		258	101	GSM2471172	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209961	SRS1945088	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277079	gs ncbi s3	gs.US s3.us-east-1	SRX2523454	0		292	117	GSM2471172	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209962	SRS1945088	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277079	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523454	0		308	126	GSM2471172	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209963	SRS1945088	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277079	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523454	0		322	135	GSM2471172	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209964	SRS1945089	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		147	SAMN06277078	gs ncbi s3	gs.US s3.us-east-1	SRX2523455	0		208	71	GSM2471173	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209965	SRS1945089	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		148	SAMN06277078	gs ncbi s3	gs.US s3.us-east-1	SRX2523455	0		296	114	GSM2471173	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209966	SRS1945089	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		148	SAMN06277078	gs ncbi s3	gs.US s3.us-east-1	SRX2523455	0		338	133	GSM2471173	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209967	SRS1945089	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		148	SAMN06277078	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523455	0		346	139	GSM2471173	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209968	SRS1945089	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		148	SAMN06277078	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523455	0		372	153	GSM2471173	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209969	SRS1945090	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277077	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523456	0		193	65	GSM2471174	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209970	SRS1945090	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277077	gs ncbi s3	gs.US s3.us-east-1	SRX2523456	0		278	105	GSM2471174	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209971	SRS1945090	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277077	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523456	0		320	124	GSM2471174	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209972	SRS1945090	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277077	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523456	0		333	132	GSM2471174	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209973	SRS1945090	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277077	gs ncbi s3	gs.US s3.us-east-1	SRX2523456	0		358	145	GSM2471174	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209974	SRS1945091	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277076	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523457	0		93	31	GSM2471175	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209975	SRS1945091	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277076	gs ncbi s3	gs.US s3.us-east-1	SRX2523457	0		274	106	GSM2471175	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209976	SRS1945091	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277076	gs ncbi s3	gs.US s3.us-east-1	SRX2523457	0		317	126	GSM2471175	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209977	SRS1945091	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277076	gs ncbi s3	gs.US s3.us-east-1	SRX2523457	0		328	134	GSM2471175	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209978	SRS1945091	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277076	gs ncbi s3	gs.US s3.us-east-1	SRX2523457	0		353	147	GSM2471175	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209979	SRS1945092	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277075	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523458	0		176	59	GSM2471176	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209980	SRS1945092	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277075	gs ncbi s3	gs.US s3.us-east-1	SRX2523458	0		244	93	GSM2471176	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209981	SRS1945092	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277075	gs ncbi s3	gs.US s3.us-east-1	SRX2523458	0		281	110	GSM2471176	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209982	SRS1945092	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277075	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523458	0		296	118	GSM2471176	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209983	SRS1945092	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277075	gs ncbi s3	gs.US s3.us-east-1	SRX2523458	0		314	128	GSM2471176	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209984	SRS1945093	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277074	gs ncbi s3	gs.US s3.us-east-1	SRX2523459	0		199	67	GSM2471177	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209985	SRS1945093	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277074	gs ncbi s3	gs.US s3.us-east-1	SRX2523459	0		283	108	GSM2471177	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209986	SRS1945093	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277074	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523459	0		326	127	GSM2471177	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209987	SRS1945093	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277074	gs ncbi s3	gs.US s3.us-east-1	SRX2523459	0		333	133	GSM2471177	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209988	SRS1945093	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277074	gs ncbi s3	gs.US s3.us-east-1	SRX2523459	0		358	146	GSM2471177	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209989	SRS1945094	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277073	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523460	0		144	48	GSM2471178	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209990	SRS1945094	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277073	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523460	0		203	78	GSM2471178	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209991	SRS1945094	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277073	gs ncbi s3	gs.US s3.us-east-1	SRX2523460	0		234	92	GSM2471178	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209992	SRS1945094	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277073	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523460	0		242	97	GSM2471178	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209993	SRS1945094	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277073	gs ncbi s3	gs.US s3.us-east-1	SRX2523460	0		258	106	GSM2471178	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209994	SRS1945095	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277072	gs ncbi s3	gs.US s3.us-east-1	SRX2523461	0		173	58	GSM2471179	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209995	SRS1945095	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277072	gs ncbi s3	gs.US s3.us-east-1	SRX2523461	0		239	92	GSM2471179	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209996	SRS1945095	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277072	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523461	0		275	108	GSM2471179	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209997	SRS1945095	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277072	gs ncbi s3	gs.US s3.us-east-1	SRX2523461	0		290	117	GSM2471179	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209998	SRS1945095	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277072	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523461	0		309	127	GSM2471179	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5209999	SRS1945096	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277071	gs ncbi s3	gs.US s3.us-east-1	SRX2523462	0		177	61	GSM2471180	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5210000	SRS1945096	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277071	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523462	0		245	96	GSM2471180	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5210001	SRS1945096	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277071	gs ncbi s3	gs.US s3.us-east-1	SRX2523462	0		280	113	GSM2471180	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5210002	SRS1945096	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277071	gs ncbi s3	gs.US s3.us-east-1	SRX2523462	0		290	120	GSM2471180	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5210003	SRS1945096	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277071	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523462	0		313	132	GSM2471180	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5210004	SRS1945097	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277070	gs ncbi s3	gs.US s3.us-east-1	SRX2523463	0		168	57	GSM2471181	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5210005	SRS1945097	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277070	gs ncbi s3	gs.US s3.us-east-1	SRX2523463	0		241	93	GSM2471181	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
SRR5210006	SRS1945097	SRP133605	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN06277070	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2523463	0		279	109	GSM2471181	RNA-Seq	PRJNA435671	GEO	public	contigs sra unknown_contigs	Illumina MiSeq	cDNA	TRANSCRIPTOMIC	2017-01-27	Cannabis sativa	2017-07-10
